State,District,ConstituencyEN,ElectionType,CandidateName,Party,BallotVotes,Election,AdvanceBallotVotes,Gender,ConstituencyMM
Shan State (South),Paoh SAZ,Hsihseng,Pyithu,ဦးစိုင်းစံဆွေ,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,7576,2015,448,m,ဆီဆိုင်
Shan State (South),Paoh SAZ,Hsihseng,Pyithu,ဦးခွန်သန်းထူး,ပအိုဝ်းအမျိုးသားအဖွဲ့ချုပ်(PNO)ပါတီ,42637,2015,2607,m,ဆီဆိုင်
Shan State (South),Paoh SAZ,Hsihseng,Pyithu,ဦးခွန်ဗွာထိုသွေး,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,8295,2015,758,m,ဆီဆိုင်
Shan State (South),Paoh SAZ,Hsihseng,Pyithu,ဒေါ်နန်းအွိ,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,1070,2015,148,f,ဆီဆိုင်
Shan State (South),Paoh SAZ,Hsihseng,Pyithu,ဦးခွန်သီဟစိုး,ပြည်ထောင်စုပအိုဝ်းအမျိုးသားအဖွဲ့ချုပ်(ပ.အ.မ.ဖ)ပါတီ,1611,2015,106,m,ဆီဆိုင်
Sagaing Region,Kale,Kale,Pyithu,ဦးတင်လှိုင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,30889,2015,4267,m,ကလေး
Sagaing Region,Kale,Kale,Pyithu,ဦးအောင်ကျော်ဝင်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,4071,2015,343,m,ကလေး
Sagaing Region,Kale,Kale,Pyithu,ဦးဂင့်ရှမ်းခမ်,ဇိုမီးဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,7579,2015,368,m,ကလေး
Sagaing Region,Kale,Kale,Pyithu,ဒေါ်စမ်းစမ်းနု,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,2870,2015,128,f,ကလေး
Sagaing Region,Kale,Kale,Pyithu,ဒေါ်အေးအေးမူ(ခ)ရှားမီ,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,98114,2015,4935,f,ကလေး
Chin State,Mindat,Paletwa,Pyithu,ဦးကျော်ထွန်း,ခူမီး(ခမီး)အမျိုးသားပါတီ,5413,2015,281,m,ပလက်ဝ
Chin State,Mindat,Paletwa,Pyithu,ဦးပိုက်လင်း,ချင်းအမျိုးသားဒီမိုကရက်တစ်ပါတီ,1594,2015,91,m,ပလက်ဝ
Chin State,Mindat,Paletwa,Pyithu,ဦးအောင်ကြီး,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,589,2015,49,m,ပလက်ဝ
Chin State,Mindat,Paletwa,Pyithu,ဦးဝှေ့ယိန်း,ချင်းတိုးတက်ရေးပါတီ,1858,2015,136,m,ပလက်ဝ
Chin State,Mindat,Paletwa,Pyithu,ဦးစိန်အောင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,20027,2015,1188,m,ပလက်ဝ
Chin State,Mindat,Paletwa,Pyithu,ဦးသိန်းထွန်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,4887,2015,473,m,ပလက်ဝ
Chin State,Mindat,Paletwa,Pyithu,ဦးဘစော,ရခိုင်အမျိုးသားပါတီ,6864,2015,397,m,ပလက်ဝ
Chin State,Mindat,Paletwa,Pyithu,ဦးမြင့်မောင်,ညီညွတ်သောဒီမိုကရက်တစ်ပါတီ(UDP),714,2015,79,m,ပလက်ဝ
Ayeyarwady Region,Hinthada,Kyangin,Pyithu,ဦးခင်မောင်ရီ,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,12979,2015,1301,m,ကြံခင်း
Ayeyarwady Region,Hinthada,Kyangin,Pyithu,ဦးသိန်းလွင်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,2440,2015,273,m,ကြံခင်း
Ayeyarwady Region,Hinthada,Kyangin,Pyithu,ဦးထွန်းလင်းမော်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,36989,2015,2107,m,ကြံခင်း
Ayeyarwady Region,Hinthada,Kyangin,Pyithu,ဦးကျော်အောင်,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,1123,2015,78,m,ကြံခင်း
Naypyitaw,Oke Ta Ra,Oke Ta Ra Thi Ri,Pyithu,ဦးကြည်မြင့်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1102,2015,40,m,ဥတ္တရသီရိ
Naypyitaw,Oke Ta Ra,Oke Ta Ra Thi Ri,Pyithu,ဦးလှသိန်းဆွေ,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,12194,2015,1512,m,ဥတ္တရသီရိ
Naypyitaw,Oke Ta Ra,Oke Ta Ra Thi Ri,Pyithu,ဦးအောင်ဇင်,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,517,2015,23,m,ဥတ္တရသီရိ
Naypyitaw,Oke Ta Ra,Oke Ta Ra Thi Ri,Pyithu,ဦးကျော်မင်းလှိုင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,16377,2015,537,m,ဥတ္တရသီရိ
Yangon Region,Yangon (North),Hmawbi,Pyithu,ဦးအောင်ဝင်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,58451,2015,2242,m,မှော်ဘီ
Yangon Region,Yangon (North),Hmawbi,Pyithu,ဦးစောမောင်တုတ်,ကရင်ပြည်သူ့ပါတီ,2202,2015,88,m,မှော်ဘီ
Yangon Region,Yangon (North),Hmawbi,Pyithu,ဦးကြည်မြင့်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,39357,2015,5444,m,မှော်ဘီ
Yangon Region,Yangon (North),Hmawbi,Pyithu,ဦးဇော်လွင်,ဒီမိုကရက်တစ်ပါတီ(မြန်မာ),2099,2015,39,m,မှော်ဘီ
Yangon Region,Yangon (North),Hmawbi,Pyithu,ဦးထွန်းထွန်းဦး,အမျိုးသားတိုးတက်ရေးပါတီ,1897,2015,69,m,မှော်ဘီ
Yangon Region,Yangon (North),Hmawbi,Pyithu,ဦးမိုးကျော်သန်း,တစ်သီးပုဂ္ဂလ,522,2015,23,m,မှော်ဘီ
Yangon Region,Yangon (North),Hmawbi,Pyithu,ဦးဇာနည်အောင်,မတူကွဲပြားခြင်းနှင့်ငြိမ်းချမ်းရေးပါတီ,490,2015,102,m,မှော်ဘီ
Shan State (North),Hopang,Hopang,Pyithu,ဦးယောဟန်,''ဝ''အမျိုးသားစည်းလုံးညီညွတ်ရေးပါတီ,1216,2015,65,m,ဟိုပန်
Shan State (North),Hopang,Hopang,Pyithu,ဦးကျင်ဝမ်း,''ဝ''ဒီမိုကရက်တစ်ပါတီ,5420,2015,619,m,ဟိုပန်
Shan State (North),Hopang,Hopang,Pyithu,ဒေါ်နန်းစံခမ်း,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,424,2015,25,f,ဟိုပန်
Shan State (North),Hopang,Hopang,Pyithu,ဦးဂျစ်ဆိန်း,တစ်သီးပုဂ္ဂလ,339,2015,32,m,ဟိုပန်
Shan State (North),Hopang,Hopang,Pyithu,ဦးအေးလွင်,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,462,2015,19,m,ဟိုပန်
Magway Region,Magway,Taungdwingyi,Pyithu,ဦးရဲညွန့်,အမျိုးသားတိုးတက်ရေးပါတီ,2215,2015,94,m,တောင်တွင်းကြီး
Magway Region,Magway,Taungdwingyi,Pyithu,ဦးမင်းသိန်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,81506,2015,4610,m,တောင်တွင်းကြီး
Magway Region,Magway,Taungdwingyi,Pyithu,ဦးသန်းဝင်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,40285,2015,3112,m,တောင်တွင်းကြီး
Magway Region,Magway,Taungdwingyi,Pyithu,ဦးဝင်းဇော်(ခ)ဇော်ကြီး,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,1286,2015,109,m,တောင်တွင်းကြီး
Magway Region,Magway,Taungdwingyi,Pyithu,ဒေါက်တာကျော်ဆွေ,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,4735,2015,319,f,တောင်တွင်းကြီး
Bago Region (East),Bago,Bago,Pyithu,ဦးကြင်သိန်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,43857,2015,7864,m,ပဲခူး
Bago Region (East),Bago,Bago,Pyithu,ဦးစိုးသိန်း,အမျိုးသားတိုးတက်ရေးပါတီ,3615,2015,200,m,ပဲခူး
Bago Region (East),Bago,Bago,Pyithu,ဒေါက်တာရွှေပုံ,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,141478,2015,7712,f,ပဲခူး
Bago Region (East),Bago,Bago,Pyithu,ဦးအောင်ဆန်းဝင်း,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,1502,2015,71,m,ပဲခူး
Bago Region (East),Bago,Bago,Pyithu,ဦးစံထူး,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,3411,2015,312,m,ပဲခူး
Bago Region (East),Bago,Bago,Pyithu,ဦးသိန်းလွင်,ပြည်ထောင်စုတောင်သူလယ်သမားအင်အားစုပါတီ,256,2015,30,m,ပဲခူး
Bago Region (East),Bago,Bago,Pyithu,ဦးမျိုးမင်းဦး,မဟာမိတ်တောင်သူလယ်သမားပါတီ,1479,2015,116,m,ပဲခူး
Bago Region (East),Bago,Bago,Pyithu,ဦးသန့်ဇော်ဦး,ပြည်ထောင်စုဒီမိုကရေစီပါတီ,1042,2015,64,m,ပဲခူး
Bago Region (East),Bago,Bago,Pyithu,ဦးညိုလင်းမောင်,လမ်းပြကြယ်ပါတီ,3357,2015,139,m,ပဲခူး
Shan State (South),Loilen,Nansang,Pyithu,ဦးနေဇော်နိုင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,7691,2015,838,m,နမ့်စန်
Shan State (South),Loilen,Nansang,Pyithu,ဦးလှသိန်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,938,2015,92,m,နမ့်စန်
Shan State (South),Loilen,Nansang,Pyithu,ဦးဌေးလွင်(ခ)ဦးဒီလုံး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,10732,2015,3479,m,နမ့်စန်
Shan State (South),Loilen,Nansang,Pyithu,ဦးစိုင်းဇော်ဝင်း,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,11740,2015,648,m,နမ့်စန်
Shan State (South),Loilen,Nansang,Pyithu,ဦးစိုင်းသန်းစိန်,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,1914,2015,99,m,နမ့်စန်
Yangon Region,Yangon (West),Kyeemyindaing,Pyithu,ဦးအောင်သန်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,369,2015,34,m,ကြည့်မြင်တိုင်
Yangon Region,Yangon (West),Kyeemyindaing,Pyithu,ဦးဇော်ဝင်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,36502,2015,1962,m,ကြည့်မြင်တိုင်
Yangon Region,Yangon (West),Kyeemyindaing,Pyithu,ဦးခင်မောင်ဝင်း,အမျိုးသားတိုးတက်ရေးပါတီ,761,2015,23,m,ကြည့်မြင်တိုင်
Yangon Region,Yangon (West),Kyeemyindaing,Pyithu,ဦးခင်မောင်အေး,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,938,2015,47,m,ကြည့်မြင်တိုင်
Yangon Region,Yangon (West),Kyeemyindaing,Pyithu,ဦးခင်လှိုင်,တစ်သီးပုဂ္ဂလ,2843,2015,203,m,ကြည့်မြင်တိုင်
Yangon Region,Yangon (West),Kyeemyindaing,Pyithu,ဒေါ်အိအိလှိုင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,4442,2015,430,f,ကြည့်မြင်တိုင်
Sagaing Region,Sagaing,Myinmu,Pyithu,ဒေါက်တာသန်းအောင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,13303,2015,879,f,မြင်းမူ
Sagaing Region,Sagaing,Myinmu,Pyithu,ဦးစိုးတင့်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,3194,2015,168,m,မြင်းမူ
Sagaing Region,Sagaing,Myinmu,Pyithu,ဦးစိုးစံသက်ထွန်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,42258,2015,1466,m,မြင်းမူ
Naypyitaw,Det Khi Na,Lewe,Pyithu,ဦးမြင့်ဆွေ,တစ်သီးပုဂ္ဂလ,10422,2015,1114,m,လယ်ဝေး
Naypyitaw,Det Khi Na,Lewe,Pyithu,ဦးဇင်ယော်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,40998,2015,3819,m,လယ်ဝေး
Naypyitaw,Det Khi Na,Lewe,Pyithu,ဦးမောင်မောင်သောင်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,4788,2015,241,m,လယ်ဝေး
Naypyitaw,Det Khi Na,Lewe,Pyithu,ဦးမျိုးဇော်ဦး,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,55446,2015,1993,m,လယ်ဝေး
Naypyitaw,Det Khi Na,Lewe,Pyithu,ဒေါ်စုရည်ဖြိုးအောင်(ခ)မီးမီး,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,6343,2015,342,f,လယ်ဝေး
Naypyitaw,Det Khi Na,Det Khi Na Thi Ri,Pyithu,ဦးမြင့်လှိုင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,6792,2015,504,m,ဒက္ခိဏသီရိ
Naypyitaw,Det Khi Na,Det Khi Na Thi Ri,Pyithu,ဦးသန့်ဇင်ထွန်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,9146,2015,275,m,ဒက္ခိဏသီရိ
Naypyitaw,Det Khi Na,Det Khi Na Thi Ri,Pyithu,ဦးနိုင်မင်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,297,2015,19,m,ဒက္ခိဏသီရိ
Tanintharyi Region,Kawthoung,Kawthoung,Pyithu,ဦးမြင့်စိုး,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1448,2015,86,m,ကော့သောင်း
Tanintharyi Region,Kawthoung,Kawthoung,Pyithu,ဦးခင်ဇော်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,29975,2015,1003,m,ကော့သောင်း
Tanintharyi Region,Kawthoung,Kawthoung,Pyithu,ဦးမြင့်ထွန်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,8797,2015,2788,m,ကော့သောင်း
Tanintharyi Region,Kawthoung,Kawthoung,Pyithu,ဦးသူရစိုး,ထားဝယ်တိုင်းရင်းသားများပါတီ,576,2015,222,m,ကော့သောင်း
Shan State (South),Langkho,Mawkmai,Pyithu,ဒေါ်နန်းလှခင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,2100,2015,160,f,မောက်မယ်
Shan State (South),Langkho,Mawkmai,Pyithu,ဦးစိုင်းထွန်းမြင့်,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,986,2015,110,m,မောက်မယ်
Shan State (South),Langkho,Mawkmai,Pyithu,ဦးစိုင်းငေါင်းဆိုင်ဟိန်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,4977,2015,613,m,မောက်မယ်
Shan State (South),Langkho,Mawkmai,Pyithu,ဦးစိုင်းနော်ဆိုင်,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,3213,2015,204,m,မောက်မယ်
Sagaing Region,Shwebo,Shwebo,Pyithu,ဦးချစ်ဝင်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1447,2015,108,m,ရွှေဘို
Sagaing Region,Shwebo,Shwebo,Pyithu,ဦးမြင့်ကိုကို,တစ်သီးပုဂ္ဂလ,807,2015,47,m,ရွှေဘို
Sagaing Region,Shwebo,Shwebo,Pyithu,ဦးခင်မောင်လင်း(ခ)အောင်ဇေယျ,လူ့ဘောင်သစ်ပါတီ,2142,2015,37,m,ရွှေဘို
Sagaing Region,Shwebo,Shwebo,Pyithu,ဦးအောင်ကြီး,အမျိုးသားတိုးတက်ရေးပါတီ,3316,2015,433,m,ရွှေဘို
Sagaing Region,Shwebo,Shwebo,Pyithu,ဦးမြတ်မျိုးညွန့်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,25968,2015,2842,m,ရွှေဘို
Sagaing Region,Shwebo,Shwebo,Pyithu,ဒေါက်တာအေဇင်လတ်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,94861,2015,4897,f,ရွှေဘို
Kachin State,Puta-O,Sumprabum,Pyithu,ဦးလုံဂျုံဆန်မိုင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,372,2015,63,m,ဆွမ်ပရာဘွမ်
Kachin State,Puta-O,Sumprabum,Pyithu,ဦးဘောမ်မိုင်,ကချင်ပြည်နယ်ဒီမိုကရေစီပါတီ,295,2015,25,m,ဆွမ်ပရာဘွမ်
Kachin State,Puta-O,Sumprabum,Pyithu,ဦးခမိုင်မုန်ကွမ်(ခ)ဒူဝါခမိုင်တန်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,317,2015,32,m,ဆွမ်ပရာဘွမ်
Kachin State,Puta-O,Sumprabum,Pyithu,ဦးဘရန်ဆိုင်း,ကချင်အမျိုးသားများဒီမိုကရေစီကွန်ဂရက်ပါတီ,23,2015,8,m,ဆွမ်ပရာဘွမ်
Kachin State,Puta-O,Sumprabum,Pyithu,ဦးကွမ်ဂေါင်အောင်ခမ်း,ကချင်ဒီမိုကရက်တစ်ပါတီ(KDP),101,2015,33,m,ဆွမ်ပရာဘွမ်
Rakhine State,Mrauk-U,Kyauktaw,Pyithu,ဦးထွန်းလှကျော်,ရခိုင်မျိုးချစ်ပါတီ,1857,2015,88,m,ကျောက်တော်
Rakhine State,Mrauk-U,Kyauktaw,Pyithu,ဦးသိန်းမောင်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1611,2015,69,m,ကျောက်တော်
Rakhine State,Mrauk-U,Kyauktaw,Pyithu,ဦးစိုးမိုး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,14935,2015,1977,m,ကျောက်တော်
Rakhine State,Mrauk-U,Kyauktaw,Pyithu,ဦးမြင့်ဌေး,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5308,2015,352,m,ကျောက်တော်
Rakhine State,Mrauk-U,Kyauktaw,Pyithu,ဦးဦးထွန်းဝင်း,ရခိုင်အမျိုးသားပါတီ,52787,2015,2938,m,ကျောက်တော်
Bago Region (West),Thayarwady,Gyobingauk,Pyithu,ဒေါ်ချိုချိုကျော်ငြိမ်း,ဒီမိုကရက်တစ်ပါတီ(မြန်မာ),2098,2015,167,f,ကြို့ပင်ကောက်
Bago Region (West),Thayarwady,Gyobingauk,Pyithu,ဦးမြင့်စိုး,အမျိုးသားတိုးတက်ရေးပါတီ,1062,2015,91,m,ကြို့ပင်ကောက်
Bago Region (West),Thayarwady,Gyobingauk,Pyithu,ဦးသန့်ဇင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,15506,2015,2095,m,ကြို့ပင်ကောက်
Bago Region (West),Thayarwady,Gyobingauk,Pyithu,ဒေါ်ခင်လှဦးဝေ,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,745,2015,78,f,ကြို့ပင်ကောက်
Bago Region (West),Thayarwady,Gyobingauk,Pyithu,ဦးဌေးမင်းသိန်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,38375,2015,2483,m,ကြို့ပင်ကောက်
Bago Region (West),Thayarwady,Gyobingauk,Pyithu,ဦးစိုင်းထွန်းလွင်,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,3609,2015,293,m,ကြို့ပင်ကောက်
Shan State (East),Monghpyak,Monghpyak,Pyithu,ဦးစိုင်းယီတစ်(ပ်),အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,3528,2015,150,m,မိုင်းဖြတ်
Shan State (East),Monghpyak,Monghpyak,Pyithu,ဦးကျိုင်းဆောင်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,201,2015,11,m,မိုင်းဖြတ်
Shan State (East),Monghpyak,Monghpyak,Pyithu,ဦးဒံယေလ,လားဟူအမျိုးသားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,1480,2015,26,m,မိုင်းဖြတ်
Shan State (East),Monghpyak,Monghpyak,Pyithu,ဦးလင်းဇော်ထွန်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,4177,2015,1276,m,မိုင်းဖြတ်
Shan State (East),Monghpyak,Monghpyak,Pyithu,ဦးစိုင်းရှဲန်,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,392,2015,24,m,မိုင်းဖြတ်
Shan State (East),Monghpyak,Monghpyak,Pyithu,ဒေါ်နန်းအေးသန္တာ,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,1718,2015,46,f,မိုင်းဖြတ်
Shan State (East),Monghpyak,Monghpyak,Pyithu,ဦးကျော်ကျော်မိုး,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,110,2015,4,m,မိုင်းဖြတ်
Yangon Region,Yangon (South),Kawhmu,Pyithu,ဒေါ်အောင်ဆန်းစုကြည်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,52544,2015,2132,f,ကော့မှုး
Yangon Region,Yangon (South),Kawhmu,Pyithu,ဦးညီဝင်း,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,503,2015,10,m,ကော့မှုး
Yangon Region,Yangon (South),Kawhmu,Pyithu,ဒေါ်ရီရီစံ,ခေတ်သစ်ပြည်သူ့ပါတီ,285,2015,8,f,ကော့မှုး
Yangon Region,Yangon (South),Kawhmu,Pyithu,ဒေါ်ယုယုခိုင်,အမျိုးသားတိုးတက်ရေးပါတီ,498,2015,17,f,ကော့မှုး
Yangon Region,Yangon (South),Kawhmu,Pyithu,ဦးကျော်ဇင်ဟိန်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,14567,2015,745,m,ကော့မှုး
Sagaing Region,Yinmabin,Salingyi,Pyithu,ဦးဝင်းသိန်းဇော်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,53610,2015,2793,m,ဆားလင်းကြီး
Sagaing Region,Yinmabin,Salingyi,Pyithu,ဦးဌေးမြင့်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1213,2015,105,m,ဆားလင်းကြီး
Sagaing Region,Yinmabin,Salingyi,Pyithu,ဦးမြင့်အောင်,လူ့ဘောင်သစ်ဒီမိုကရက်တစ်ပါတီ,433,2015,14,m,ဆားလင်းကြီး
Sagaing Region,Yinmabin,Salingyi,Pyithu,ဦးစောမောင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,11070,2015,1077,m,ဆားလင်းကြီး
Sagaing Region,Yinmabin,Salingyi,Pyithu,ဦးကျော်တင့်,အမျိုးသားတိုးတက်ရေးပါတီ,1591,2015,106,m,ဆားလင်းကြီး
Kachin State,Bhamo,Mansi,Pyithu,ဦးစံတေ,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,2361,2015,27,m,မန်စီ
Kachin State,Bhamo,Mansi,Pyithu,ဦးတင်လှိုင်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,586,2015,15,m,မန်စီ
Kachin State,Bhamo,Mansi,Pyithu,ဦးထွန်းကြိုင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5130,2015,220,m,မန်စီ
Kachin State,Bhamo,Mansi,Pyithu,ဦးမိုးဟိန်း(ခ)ဦးစိုင်းမိုးဟိန်း,တိုင်းလိုင်(ရှမ်းနီ)အမျိုးသားများဖွံ့ဖြိုးတိုးတက်ရေးပါတီ(T.N.D.P),1093,2015,23,m,မန်စီ
Kachin State,Bhamo,Mansi,Pyithu,ဦးစိုင်းဇင်မင်းအေး,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,4323,2015,9,m,မန်စီ
Kachin State,Bhamo,Mansi,Pyithu,ဦးချင်းဖေလင်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,6528,2015,169,m,မန်စီ
Kachin State,Bhamo,Mansi,Pyithu,ဦးနော်တောင်,ကချင်ပြည်နယ်ဒီမိုကရေစီပါတီ,1405,2015,29,m,မန်စီ
Kachin State,Bhamo,Mansi,Pyithu,ဒေါ်ဆိုင်းနူးပန်,ကချင်ဒီမိုကရက်တစ်ပါတီ(KDP),218,2015,18,f,မန်စီ
Yangon Region,Yangon (West),Sanchaung,Pyithu,ဦးသုဝေ,ဒီမိုကရက်တစ်ပါတီ(မြန်မာ),208,2015,23,m,စမ်းချောင်း
Yangon Region,Yangon (West),Sanchaung,Pyithu,ဒေါ်မေမေအောင်(ခ)ဒေါ်ရင်မေ,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,275,2015,66,f,စမ်းချောင်း
Yangon Region,Yangon (West),Sanchaung,Pyithu,ဦးစိုးဝင်း,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,685,2015,94,m,စမ်းချောင်း
Yangon Region,Yangon (West),Sanchaung,Pyithu,ဒေါက်တာသန်းထွဋ်,ဖက်ဒရယ်ပြည်ထောင်စုပါတီ,152,2015,35,f,စမ်းချောင်း
